id,location_id,date_id,hour,temperature,wind_direction,wind_speed,precipitation,cloud_type,is_rain,is_thunderstorm,is_snow,is_hail
34,1,5,3,12,ПнСх,3,1.0,хмарно,False,False,False,False
35,1,5,6,30,ПнСх,12,0.7,частково хмарно,False,False,False,False
36,1,5,9,5,ПдЗх,12,0.8,сонячно,False,False,False,False
37,1,5,12,18,ПдЗх,3,1.5,сонячно,False,False,False,False
38,1,5,15,19,Сх,8,1.5,частково хмарно,False,False,False,False
39,1,5,18,10,ПнЗх,3,7.7,частково хмарно,True,True,False,False
40,1,5,21,28,Пн,5,2.0,хмарно,False,False,False,False
41,1,6,0,27,ПнЗх,0,1.3,хмарно,False,False,False,False
42,1,6,3,23,ПдЗх,15,0.1,частково хмарно,False,False,False,False
43,1,6,6,8,Пн,4,0.9,хмарно,False,False,False,False
44,1,6,9,10,Пд,10,0.6,частково хмарно,False,False,False,False
45,1,6,12,24,Зх,2,0.4,частково хмарно,False,False,False,False
46,1,6,15,30,ПдЗх,4,12.0,хмарно,True,False,False,False
47,1,6,18,10,ПдЗх,15,10.8,хмарно,True,True,False,False
48,1,6,21,22,ПнЗх,9,0.5,сонячно,False,False,False,False
49,1,7,0,17,Зх,0,0.7,хмарно,False,False,False,False
50,1,7,3,5,ПдЗх,11,1.1,сонячно,False,False,False,False
51,1,7,6,11,ПдСх,3,1.7,хмарно,False,False,False,False
52,1,7,9,29,ПдЗх,7,1.5,хмарно,False,False,False,False
53,1,7,12,15,ПдСх,1,0.0,сонячно,False,False,False,False
54,1,7,15,8,ПдЗх,10,0.7,сонячно,False,False,False,False
55,1,7,18,29,Пн,10,1.9,хмарно,False,False,False,False
56,1,7,21,18,Сх,5,0.8,сонячно,False,False,False,False
57,1,8,0,12,ПнЗх,5,1.8,хмарно,False,False,False,False
58,1,8,3,11,Сх,13,17.0,частково хмарно,True,False,False,False
59,1,8,6,18,Пн,9,0.3,сонячно,False,False,False,False
60,1,8,9,25,ПнСх,12,7.5,частково хмарно,True,False,False,False
61,1,8,12,13,Пд,6,12.4,хмарно,True,False,False,False
62,1,8,15,10,Пн,3,5.5,частково хмарно,True,False,False,False
63,1,8,18,21,Пд,4,0.1,частково хмарно,False,False,False,False
64,1,8,21,28,Сх,10,8.5,частково хмарно,True,False,False,False
65,1,9,0,18,ПнСх,12,15.3,частково хмарно,True,False,False,False
66,1,9,3,6,ПнСх,0,1.0,частково хмарно,False,False,False,False
67,1,9,6,23,ПнСх,15,17.1,частково хмарно,True,True,False,False
68,1,9,9,13,Сх,8,1.2,сонячно,False,False,False,False
69,1,9,12,24,Сх,0,13.9,хмарно,True,False,False,False
70,1,9,15,27,Сх,3,0.6,частково хмарно,False,False,False,False
71,1,9,18,23,ПдЗх,8,19.2,хмарно,True,False,False,False
72,1,9,21,11,Пд,7,2.4,хмарно,True,False,False,False
73,1,10,0,22,Пн,13,1.7,сонячно,False,False,False,False
74,1,10,3,26,ПнЗх,3,1.9,частково хмарно,False,False,False,False
75,1,10,6,26,Зх,1,17.5,хмарно,True,False,False,False
76,1,10,9,20,ПнЗх,13,1.8,сонячно,False,False,False,False
77,1,10,12,17,Пн,14,1.2,частково хмарно,False,False,False,False
78,1,10,15,5,ПдСх,15,1.7,сонячно,False,False,False,False
79,1,10,18,13,Зх,11,1.0,хмарно,False,False,False,False
80,1,10,21,18,Сх,1,0.6,хмарно,False,False,False,False
81,1,11,0,19,ПнЗх,2,0.4,частково хмарно,False,False,False,False
82,1,11,3,5,ПнЗх,7,0.2,сонячно,False,False,False,False
83,1,11,6,25,Пн,10,0.2,частково хмарно,False,False,False,False
84,1,11,9,14,Пд,4,1.9,хмарно,False,False,False,False
85,1,11,12,26,Пн,2,1.0,сонячно,False,False,False,False
86,1,11,15,13,ПдСх,0,0.1,частково хмарно,False,False,False,False
87,1,11,18,27,Сх,4,1.2,частково хмарно,False,False,False,False
88,1,11,21,8,Пн,4,1.5,сонячно,False,False,False,False
89,1,12,0,21,ПнСх,14,22.9,хмарно,True,True,False,False
90,1,12,3,5,ПдЗх,7,0.0,сонячно,False,False,False,False
91,1,12,6,18,ПдСх,4,5.2,частково хмарно,True,False,False,False
92,1,12,9,26,Пд,8,0.7,частково хмарно,False,False,False,False
93,1,12,12,27,Сх,3,0.8,частково хмарно,False,False,False,False
94,1,12,15,16,Зх,10,1.1,сонячно,False,False,False,False
95,1,12,18,19,Сх,2,1.1,сонячно,False,False,False,False
96,1,12,21,20,Пд,4,0.1,хмарно,False,False,False,False
97,1,13,0,11,Пн,15,3.5,хмарно,True,False,False,False
98,1,13,3,14,Сх,2,23.0,хмарно,True,False,False,False
99,1,13,6,25,ПнСх,12,1.1,частково хмарно,False,False,False,False
100,1,13,9,9,ПнЗх,15,17.8,частково хмарно,True,True,False,False
101,1,13,12,15,ПнЗх,1,1.4,частково хмарно,False,False,False,False
102,1,13,15,30,Сх,0,0.3,сонячно,False,False,False,False
103,1,13,18,29,ПнСх,10,0.4,частково хмарно,False,False,False,False
104,1,13,21,22,Пд,0,8.9,хмарно,True,False,False,False
105,1,14,0,27,Пн,7,1.4,сонячно,False,False,False,False
106,1,14,3,17,ПдЗх,15,0.7,сонячно,False,False,False,False
107,1,14,6,27,Пн,5,11.1,хмарно,True,True,False,False
108,1,14,9,12,ПдЗх,2,1.0,частково хмарно,False,False,False,False
109,1,14,12,24,Пн,2,19.3,частково хмарно,True,False,False,False
110,1,14,15,30,Сх,14,12.0,частково хмарно,True,False,False,False
111,1,14,18,27,Сх,10,1.7,частково хмарно,False,False,False,False
112,1,14,21,18,ПдСх,7,0.2,частково хмарно,False,False,False,False
113,1,15,0,5,Пд,4,12.0,хмарно,True,False,False,False
114,1,15,3,19,Пн,11,1.4,хмарно,False,False,False,False
115,1,15,6,25,Сх,6,0.4,хмарно,False,False,False,False
116,1,15,9,26,Зх,12,0.4,хмарно,False,False,False,False
117,1,15,12,23,ПдСх,14,15.4,частково хмарно,True,False,False,False
118,1,15,15,16,ПнЗх,15,0.2,сонячно,False,False,False,False
119,1,15,18,9,ПнЗх,12,1.9,хмарно,False,False,False,False
120,1,15,21,7,ПдСх,5,3.2,хмарно,True,False,False,False
121,1,16,0,8,Зх,10,1.7,сонячно,False,False,False,False
122,1,16,3,25,ПдЗх,2,0.2,частково хмарно,False,False,False,False
123,1,16,6,6,ПдЗх,10,2.0,частково хмарно,False,False,False,False
124,1,16,9,10,ПдСх,7,0.6,хмарно,False,False,False,False
125,1,16,12,18,ПдСх,3,19.2,частково хмарно,True,False,False,False
126,1,16,15,11,ПнСх,7,9.4,частково хмарно,True,False,False,False
127,1,16,18,22,Сх,5,0.7,сонячно,False,False,False,False
128,1,16,21,22,ПдЗх,6,0.5,хмарно,False,False,False,False
129,1,17,0,28,ПдСх,5,1.3,частково хмарно,False,False,False,False
130,1,17,3,28,Сх,0,1.5,сонячно,False,False,False,False
131,1,17,6,13,Зх,8,1.1,сонячно,False,False,False,False
132,1,17,9,25,Зх,6,1.5,хмарно,False,False,False,False
133,1,17,12,29,ПнСх,10,0.9,сонячно,False,False,False,False
134,1,17,15,15,Пн,0,13.0,хмарно,True,False,False,False
135,1,17,18,15,ПдСх,5,1.8,сонячно,False,False,False,False
136,1,17,21,8,ПдСх,13,1.6,сонячно,False,False,False,False
137,1,18,0,18,Пд,10,1.4,сонячно,False,False,False,False
138,1,18,3,23,Сх,12,1.6,хмарно,False,False,False,False
139,1,18,6,13,ПнСх,5,1.7,хмарно,False,False,False,False
140,1,18,9,16,ПдЗх,0,18.4,хмарно,True,False,False,False
141,1,18,12,13,ПнСх,4,1.1,сонячно,False,False,False,False
142,1,18,15,15,Пд,13,3.7,хмарно,True,False,False,False
143,1,18,18,20,ПдСх,11,12.9,хмарно,True,False,False,False
144,1,18,21,10,Зх,1,1.3,сонячно,False,False,False,False
145,1,19,0,12,Пд,1,17.1,хмарно,True,False,False,False
146,1,19,3,30,ПнЗх,15,3.6,хмарно,True,False,False,False
147,1,19,6,10,Сх,14,0.2,сонячно,False,False,False,False
148,1,19,9,18,Пн,0,1.7,частково хмарно,False,False,False,False
149,1,19,12,28,Зх,14,0.2,хмарно,False,False,False,False
150,1,19,15,10,Пд,10,1.2,сонячно,False,False,False,False
151,1,19,18,29,Зх,2,0.5,частково хмарно,False,False,False,False
152,1,19,21,28,ПдЗх,9,4.0,частково хмарно,True,False,False,False
153,1,20,0,19,ПдЗх,1,13.7,частково хмарно,True,False,False,False
154,1,20,3,17,Зх,3,0.3,хмарно,False,False,False,False
155,1,20,6,12,ПнЗх,10,0.7,хмарно,False,False,False,False
156,1,20,9,7,ПнСх,15,1.3,частково хмарно,False,False,False,False
157,1,20,12,8,Пд,6,0.2,сонячно,False,False,False,False
158,1,20,15,27,ПнЗх,7,17.6,хмарно,True,False,False,False
159,1,20,18,20,ПнЗх,3,1.9,частково хмарно,False,False,False,False
160,1,20,21,16,Сх,8,1.5,хмарно,False,False,False,False
161,1,21,0,21,ПдЗх,14,1.4,хмарно,False,False,False,False
162,1,21,3,16,ПдСх,1,1.0,сонячно,False,False,False,False
163,1,21,6,11,Зх,10,1.4,хмарно,False,False,False,False
164,1,21,9,12,ПнСх,10,1.6,хмарно,False,False,False,False
165,1,21,12,18,Пд,10,0.3,сонячно,False,False,False,False
166,1,21,15,6,Зх,7,6.8,частково хмарно,True,False,False,False
167,1,21,18,5,Сх,15,1.8,сонячно,False,False,False,False
168,1,21,21,17,Пн,1,0.5,хмарно,False,False,False,False
169,1,22,0,26,ПнЗх,4,0.3,частково хмарно,False,False,False,False
170,1,22,3,12,ПдСх,1,0.5,сонячно,False,False,False,False
171,1,22,6,6,Зх,5,0.1,хмарно,False,False,False,False
172,1,22,9,29,ПнСх,7,1.3,частково хмарно,False,False,False,False
173,1,22,12,9,ПдСх,13,0.9,хмарно,False,False,False,False
174,1,22,15,21,Пн,5,1.6,частково хмарно,False,False,False,False
175,1,22,18,5,Сх,13,0.4,сонячно,False,False,False,False
176,1,22,21,24,Пд,0,0.3,частково хмарно,False,False,False,False
177,1,23,0,20,Пн,15,1.9,частково хмарно,False,False,False,False
178,1,23,3,10,Сх,6,1.9,частково хмарно,False,False,False,False
179,1,23,6,18,Зх,6,3.8,хмарно,True,False,False,False
180,1,23,9,6,Зх,1,0.8,частково хмарно,False,False,False,False
181,1,23,12,29,ПнСх,7,0.4,хмарно,False,False,False,False
182,1,23,15,29,Сх,0,1.4,хмарно,False,False,False,False
183,1,23,18,21,Зх,13,1.4,частково хмарно,False,False,False,False
184,1,23,21,15,ПнЗх,2,1.5,сонячно,False,False,False,False
185,1,24,0,12,Пн,15,1.4,частково хмарно,False,False,False,False
186,1,24,3,10,ПдЗх,10,1.2,сонячно,False,False,False,False
187,1,24,6,28,ПдЗх,12,1.5,сонячно,False,False,False,False
188,1,24,9,5,Зх,15,1.2,сонячно,False,False,False,False
189,1,24,12,10,ПдСх,12,0.8,хмарно,False,False,False,False
190,1,24,15,12,Сх,3,0.1,хмарно,False,False,False,False
191,1,24,18,27,Пд,8,14.4,хмарно,True,True,False,False
192,1,24,21,10,Пд,5,1.3,хмарно,False,False,False,False
193,1,25,0,22,Зх,4,0.7,частково хмарно,False,False,False,False
194,1,25,3,27,Сх,12,1.1,хмарно,False,False,False,False
195,1,25,6,13,ПдЗх,7,1.5,частково хмарно,False,False,False,False
196,1,25,9,23,Сх,12,1.5,хмарно,False,False,False,False
197,1,25,12,16,ПнЗх,6,2.0,хмарно,False,False,False,False
198,1,25,15,20,Зх,7,1.0,частково хмарно,False,False,False,False
199,1,25,18,29,ПнЗх,1,0.3,сонячно,False,False,False,False
200,1,25,21,25,ПнЗх,11,4.7,хмарно,True,True,False,False
201,1,26,0,19,ПдСх,12,1.9,сонячно,False,False,False,False
202,1,26,3,14,Пд,2,0.2,частково хмарно,False,False,False,False
203,1,26,6,23,ПнСх,12,1.6,сонячно,False,False,False,False
204,1,26,9,26,Сх,10,0.3,частково хмарно,False,False,False,False
205,1,26,12,21,ПнЗх,13,0.5,сонячно,False,False,False,False
206,1,26,15,9,ПнЗх,15,1.6,сонячно,False,False,False,False
207,1,26,18,30,Зх,4,0.7,частково хмарно,False,False,False,False
208,1,26,21,11,Сх,9,1.4,сонячно,False,False,False,False
209,1,27,0,14,ПнСх,5,1.9,хмарно,False,False,False,False
210,1,27,3,22,Пд,7,1.4,сонячно,False,False,False,False
211,1,27,6,12,ПдСх,8,1.1,хмарно,False,False,False,False
212,1,27,9,26,Зх,3,4.4,хмарно,True,True,False,False
213,1,27,12,5,ПнЗх,8,0.4,сонячно,False,False,False,False
214,1,27,15,26,ПдЗх,2,0.2,сонячно,False,False,False,False
215,1,27,18,29,Зх,3,13.0,частково хмарно,True,False,False,False
216,1,27,21,24,ПдСх,8,1.4,хмарно,False,False,False,False
217,1,28,0,24,Сх,4,1.3,сонячно,False,False,False,False
218,1,28,3,7,ПнЗх,14,0.0,частково хмарно,False,False,False,False
219,1,28,6,19,Сх,1,10.3,частково хмарно,True,False,False,False
220,1,28,9,29,ПдСх,8,17.4,хмарно,True,False,False,False
221,1,28,12,27,ПнСх,10,6.4,частково хмарно,True,True,False,False
222,1,28,15,18,ПнСх,3,1.5,частково хмарно,False,False,False,False
223,1,28,18,15,ПдЗх,9,0.9,частково хмарно,False,False,False,False
224,1,28,21,8,Пн,7,0.3,хмарно,False,False,False,False
225,1,29,0,27,Зх,4,20.1,хмарно,True,False,False,False
226,1,29,3,29,ПдЗх,4,0.3,частково хмарно,False,False,False,False
227,1,29,6,30,ПнЗх,3,11.5,хмарно,True,False,False,False
228,1,29,9,8,ПдЗх,5,1.7,хмарно,False,False,False,False
229,1,29,12,17,Зх,8,2.1,хмарно,True,False,False,False
230,1,29,15,6,Пд,1,2.0,частково хмарно,False,False,False,False
231,1,29,18,14,Зх,8,1.5,частково хмарно,False,False,False,False
232,1,29,21,23,Пн,12,0.8,хмарно,False,False,False,False
233,1,30,0,29,Сх,14,1.2,частково хмарно,False,False,False,False
234,1,30,3,22,Пн,10,1.0,сонячно,False,False,False,False
235,1,30,6,10,ПнЗх,11,1.7,сонячно,False,False,False,False
236,1,30,9,8,Сх,8,1.2,хмарно,False,False,False,False
237,1,30,12,10,ПдСх,5,1.9,сонячно,False,False,False,False
238,1,30,15,8,Пд,13,1.0,частково хмарно,False,False,False,False
239,1,30,18,20,Пд,0,19.9,хмарно,True,False,False,False
240,1,30,21,9,Сх,11,1.1,частково хмарно,False,False,False,False
241,2,1,0,16,Пд,2,1.0,хмарно,False,False,False,False
242,2,1,3,9,ПнСх,8,2.0,хмарно,False,False,False,False
243,2,1,6,7,Пн,6,13.9,частково хмарно,True,False,False,False
244,2,1,9,11,ПнСх,9,0.1,частково хмарно,False,False,False,False
245,2,1,12,13,Зх,10,1.4,сонячно,False,False,False,False
246,2,1,15,14,Зх,8,0.2,сонячно,False,False,False,False
247,2,1,18,11,Сх,4,0.9,хмарно,False,False,False,False
248,2,1,21,21,ПнЗх,13,22.9,хмарно,True,False,False,False
249,2,2,0,18,ПнЗх,11,0.8,сонячно,False,False,False,False
250,2,2,3,21,ПнСх,15,0.8,частково хмарно,False,False,False,False
251,2,2,6,14,Сх,8,10.8,хмарно,True,False,False,False
252,2,2,9,21,Сх,12,1.5,частково хмарно,False,False,False,False
253,2,2,12,21,Пн,3,1.3,частково хмарно,False,False,False,False
254,2,2,15,21,Зх,8,1.1,сонячно,False,False,False,False
255,2,2,18,23,Пд,6,0.3,сонячно,False,False,False,False
256,2,2,21,9,ПнСх,4,1.0,частково хмарно,False,False,False,False
257,2,3,0,9,Зх,13,0.4,сонячно,False,False,False,False
258,2,3,3,23,Пд,14,23.8,хмарно,True,False,False,False
259,2,3,6,21,Зх,7,15.7,хмарно,True,False,False,False
260,2,3,9,12,Зх,12,1.2,сонячно,False,False,False,False
261,2,3,12,25,Сх,5,1.9,частково хмарно,False,False,False,False
262,2,3,15,19,ПдСх,4,1.6,хмарно,False,False,False,False
263,2,3,18,8,ПдЗх,5,1.1,частково хмарно,False,False,False,False
264,2,3,21,24,ПдЗх,15,15.1,хмарно,True,True,False,False
265,2,4,0,21,ПдЗх,14,1.5,сонячно,False,False,False,False
266,2,4,3,7,Пн,12,17.6,частково хмарно,True,False,False,False
267,2,4,6,5,ПдЗх,9,0.3,сонячно,False,False,False,False
268,2,4,9,17,ПдСх,8,0.6,хмарно,False,False,False,False
269,2,4,12,27,Зх,9,1.3,хмарно,False,False,False,False
270,2,4,15,7,Пн,5,1.9,сонячно,False,False,False,False
271,2,4,18,12,Пн,3,2.0,хмарно,False,False,False,False
272,2,4,21,7,Пд,3,0.2,сонячно,False,False,False,False
273,2,5,0,11,Зх,6,2.0,сонячно,False,False,False,False
274,2,5,3,27,Пд,0,0.4,сонячно,False,False,False,False
275,2,5,6,24,ПнСх,13,1.6,сонячно,False,False,False,False
276,2,5,9,24,ПдЗх,15,12.1,частково хмарно,True,True,False,False
277,2,5,12,7,ПнСх,10,0.8,частково хмарно,False,False,False,False
278,2,5,15,9,Сх,3,0.5,частково хмарно,False,False,False,False
279,2,5,18,14,Сх,5,20.9,хмарно,True,False,False,False
280,2,5,21,7,Пн,4,1.2,сонячно,False,False,False,False
281,2,6,0,30,Сх,14,1.3,частково хмарно,False,False,False,False
282,2,6,3,30,Зх,10,23.7,частково хмарно,True,False,False,False
283,2,6,6,23,Пд,13,0.7,хмарно,False,False,False,False
284,2,6,9,17,ПдЗх,15,1.2,сонячно,False,False,False,False
285,2,6,12,14,ПдЗх,5,0.2,хмарно,False,False,False,False
286,2,6,15,6,Пд,10,0.9,хмарно,False,False,False,False
287,2,6,18,23,ПнСх,8,0.1,сонячно,False,False,False,False
288,2,6,21,23,Пн,7,17.1,хмарно,True,False,False,False
289,2,7,0,16,Пн,0,9.8,хмарно,True,True,False,False
290,2,7,3,25,ПнСх,5,20.4,хмарно,True,True,False,False
291,2,7,6,6,Зх,9,10.6,частково хмарно,True,False,False,False
292,2,7,9,11,Пд,14,10.7,хмарно,True,False,False,False
293,2,7,12,9,ПнЗх,11,0.9,частково хмарно,False,False,False,False
294,2,7,15,23,Пн,12,1.8,сонячно,False,False,False,False
295,2,7,18,6,Пд,12,2.0,хмарно,False,False,False,False
296,2,7,21,15,ПнСх,1,1.3,частково хмарно,False,False,False,False
297,2,8,0,12,ПдСх,6,1.7,сонячно,False,False,False,False
298,2,8,3,28,Пд,15,1.8,хмарно,False,False,False,False
299,2,8,6,22,ПнСх,11,1.5,частково хмарно,False,False,False,False
300,2,8,9,6,Пн,15,8.8,хмарно,True,False,False,False
301,2,8,12,8,ПнЗх,10,1.1,хмарно,False,False,False,False
302,2,8,15,26,ПдЗх,13,0.5,хмарно,False,False,False,False
303,2,8,18,27,Сх,14,3.1,частково хмарно,True,False,False,False
304,2,8,21,12,ПдСх,3,0.8,хмарно,False,False,False,False
305,2,9,0,24,ПдЗх,1,1.1,частково хмарно,False,False,False,False
306,2,9,3,23,ПнСх,13,23.4,хмарно,True,True,False,False
307,2,9,6,25,ПнСх,2,1.5,сонячно,False,False,False,False
308,2,9,9,12,Пн,9,14.6,частково хмарно,True,False,False,False
309,2,9,12,16,ПнЗх,6,0.8,хмарно,False,False,False,False
310,2,9,15,22,Сх,9,0.1,частково хмарно,False,False,False,False
311,2,9,18,7,Пн,4,0.9,сонячно,False,False,False,False
312,2,9,21,13,Зх,12,1.1,сонячно,False,False,False,False
313,2,10,0,28,ПдЗх,13,1.4,частково хмарно,False,False,False,False
314,2,10,3,22,Зх,6,1.0,частково хмарно,False,False,False,False
315,2,10,6,23,ПдЗх,2,1.9,частково хмарно,False,False,False,False
316,2,10,9,14,Сх,10,24.4,частково хмарно,True,False,False,False
317,2,10,12,27,Пд,6,15.5,частково хмарно,True,False,False,False
318,2,10,15,29,ПнЗх,8,1.0,сонячно,False,False,False,False
319,2,10,18,14,ПнЗх,4,1.3,частково хмарно,False,False,False,False
320,2,10,21,30,ПдСх,13,1.8,частково хмарно,False,False,False,False
321,2,11,0,19,Зх,10,0.7,частково хмарно,False,False,False,False
322,2,11,3,22,Пн,0,21.8,частково хмарно,True,False,False,False
323,2,11,6,11,ПнЗх,9,0.8,сонячно,False,False,False,False
324,2,11,9,5,Зх,9,0.1,частково хмарно,False,False,False,False
325,2,11,12,12,Сх,3,0.2,сонячно,False,False,False,False
326,2,11,15,17,Пд,4,13.7,частково хмарно,True,False,False,False
327,2,11,18,21,Сх,6,1.4,хмарно,False,False,False,False
328,2,11,21,10,ПнСх,12,1.7,хмарно,False,False,False,False
329,2,12,0,12,Пд,3,21.0,частково хмарно,True,False,False,False
330,2,12,3,8,Сх,10,7.5,хмарно,True,True,False,False
331,2,12,6,18,ПдСх,3,5.3,частково хмарно,True,False,False,False
332,2,12,9,14,ПдСх,14,1.7,частково хмарно,False,False,False,False
333,2,12,12,5,Пд,7,9.6,частково хмарно,True,False,False,False
334,2,12,15,22,ПнЗх,11,10.2,частково хмарно,True,False,False,False
335,2,12,18,30,ПнСх,14,1.5,сонячно,False,False,False,False
336,2,12,21,25,Зх,14,1.1,хмарно,False,False,False,False
337,2,13,0,5,Пн,3,0.3,хмарно,False,False,False,False
338,2,13,3,13,ПнСх,6,1.6,хмарно,False,False,False,False
339,2,13,6,24,ПдЗх,12,3.7,хмарно,True,True,False,False
340,2,13,9,28,ПдСх,0,0.8,частково хмарно,False,False,False,False
341,2,13,12,30,Зх,6,0.7,частково хмарно,False,False,False,False
342,2,13,15,22,ПнСх,0,0.1,хмарно,False,False,False,False
343,2,13,18,26,ПнСх,10,1.1,хмарно,False,False,False,False
344,2,13,21,30,ПдСх,12,1.8,частково хмарно,False,False,False,False
345,2,14,0,16,Зх,9,0.5,частково хмарно,False,False,False,False
346,2,14,3,7,Сх,7,0.5,частково хмарно,False,False,False,False
347,2,14,6,24,Пн,5,0.2,хмарно,False,False,False,False
348,2,14,9,14,Пд,13,1.8,частково хмарно,False,False,False,False
349,2,14,12,8,ПнЗх,1,1.1,сонячно,False,False,False,False
350,2,14,15,11,ПнЗх,2,4.3,частково хмарно,True,False,False,False
351,2,14,18,8,Пн,4,8.0,хмарно,True,False,False,False
352,2,14,21,5,ПнСх,7,0.5,сонячно,False,False,False,False
353,2,15,0,20,Зх,4,1.0,сонячно,False,False,False,False
354,2,15,3,20,ПнЗх,11,0.6,частково хмарно,False,False,False,False
355,2,15,6,23,Пн,3,20.3,хмарно,True,False,False,False
356,2,15,9,16,ПдСх,12,2.0,хмарно,True,True,False,False
357,2,15,12,8,ПнСх,1,0.2,сонячно,False,False,False,False
358,2,15,15,22,Пн,9,0.6,частково хмарно,False,False,False,False
359,2,15,18,26,Сх,4,1.4,сонячно,False,False,False,False
360,2,15,21,25,Пд,8,2.0,сонячно,False,False,False,False
361,2,16,0,28,ПнСх,3,0.8,хмарно,False,False,False,False
362,2,16,3,21,ПнЗх,12,1.9,сонячно,False,False,False,False
363,2,16,6,20,ПдСх,13,10.9,хмарно,True,False,False,False
364,2,16,9,8,Пд,0,1.8,хмарно,False,False,False,False
365,2,16,12,10,ПнЗх,2,15.0,частково хмарно,True,False,False,False
366,2,16,15,14,ПдСх,15,0.0,хмарно,False,False,False,False
367,2,16,18,17,Пн,0,1.2,сонячно,False,False,False,False
368,2,16,21,21,ПдСх,3,0.1,сонячно,False,False,False,False
369,2,17,0,8,Пн,4,15.8,хмарно,True,False,False,False
370,2,17,3,14,Зх,15,20.9,хмарно,True,False,False,False
371,2,17,6,23,Пд,13,1.0,сонячно,False,False,False,False
372,2,17,9,10,ПнЗх,12,0.6,сонячно,False,False,False,False
373,2,17,12,22,Пд,1,1.2,частково хмарно,False,False,False,False
374,2,17,15,26,ПнСх,5,0.5,хмарно,False,False,False,False
375,2,17,18,21,Зх,11,0.5,частково хмарно,False,False,False,False
376,2,17,21,22,ПдСх,7,4.2,хмарно,True,False,False,False
377,2,18,0,19,Зх,2,19.1,частково хмарно,True,False,False,False
378,2,18,3,29,Пн,11,11.3,хмарно,True,False,False,False
379,2,18,6,12,Зх,4,0.2,сонячно,False,False,False,False
380,2,18,9,22,Пд,9,0.3,хмарно,False,False,False,False
381,2,18,12,5,Пн,10,18.8,частково хмарно,True,False,False,False
382,2,18,15,27,Сх,8,5.7,хмарно,True,True,False,False
383,2,18,18,5,Пд,9,10.0,частково хмарно,True,True,False,False
384,2,18,21,16,ПдЗх,13,18.5,хмарно,True,True,False,False
385,2,19,0,9,ПдЗх,7,24.0,хмарно,True,False,False,False
386,2,19,3,6,ПдЗх,6,14.2,частково хмарно,True,False,False,False
387,2,19,6,5,ПдСх,4,21.8,частково хмарно,True,False,False,False
388,2,19,9,19,Пн,14,1.7,хмарно,False,False,False,False
389,2,19,12,15,ПдСх,7,7.5,хмарно,True,False,False,False
390,2,19,15,8,ПнЗх,4,0.2,сонячно,False,False,False,False
391,2,19,18,26,Сх,4,0.2,сонячно,False,False,False,False
392,2,19,21,16,Пд,0,13.6,частково хмарно,True,False,False,False
393,2,20,0,7,Сх,11,2.2,частково хмарно,True,True,False,False
394,2,20,3,19,ПдСх,15,11.8,хмарно,True,False,False,False
395,2,20,6,16,ПдЗх,1,0.7,сонячно,False,False,False,False
396,2,20,9,26,ПнСх,0,0.6,частково хмарно,False,False,False,False
397,2,20,12,16,Зх,6,1.3,сонячно,False,False,False,False
